"","SurveyType","UniqueID_long","UniqueID_short","TimeTaken","StartDate","StartTime","CompletionDate","CompletionTime","Q1_aware_stork","Q2_photo_recog","Q2_photo_recog_score","Q3_is_native","Q3_is_native_explain","Q4.1_migrate","Q4.1_migrate_score","Q4.2_wingspan","Q4.2_wingspan_score","Q4.3_globallyrare","Q4.3_globallyrare_score","Q4_overallscore","Q5a_amphibians_diet","Q5b_birdeggs.chicks_diet","Q5c_carrion_diet","Q5d_fish_diet","Q5e_foodwaste_diet","Q5f_fruit_diet","Q5g_inverts_diet","Q5h_reptiles_diet","Q5i_seeds_diet","Q5j_smallmammals_diet","Q5k_vegetation_diet","Q5l_Don.tKnow_diet","Q5_rawscore_diet","Q5_diet_overallscore","Q6a_farmland_habitat","Q6b_grassland_habitat","Q6c_wetlands_habitat","Q6d_woodland_habitat","Q6e_urban_habitat","Q6f_Don.tKnow_habitat","Q6_habitat_rawscore","Q6_habitat_overallscore","Q7a_chimneys_nesting","Q7b_ground_nesting","Q7c_roofs_nesting","Q7d_telegraphpoles_nesting","Q7e_trees_nesting","Q7f_Don.tKnow_nesting","Q7_nesting_rawscore","Q7_nesting_overallscore","KnowledgeScore","Q8_wild_seen","Q8_captivity_seen","Q8_pictures_video","Q8_No","Q8_NotSure","Q8.1_UK","Q8.1_OutsideUK","Q8.2_feelings","Q9_heard","Q9a_what_heard","Q10_project_knowledge","Q10a_WSPwebsite","Q10a_Socialmedia","Q10a_TV.Radio","Q10a_Newspaper","Q10a_Email","Q10a_Magazine","Q10a_Leaflet","Q10a_spokesperson","Q10a_VisitingKnepp","Q10a_Wordofmouth","Q10a_Other","Q10a_Other_open","Q10b_WSPwebsite","Q10b_Socialmedia","Q10b_TV.Radio","Q10b_Newspaper","Q10b_Email","Q10b_Magazine","Q10b_Leaflet","Q10b_spokesperson","Q10b_NotInterested","Q10b_Other","Q10b_Other_open","Q11_word1","Q11_word2","Q11_word3","Q12.1..White.storks.symbolise.the.beauty.of.nature.","Q12.1_agreement_score","Q12.2..White.storks.play.an.important.role.in.their.environment.","Q12.2_agreement_score","Q12.3..Reintroduced.white.storks.may.have.a.negative.impact.on.my.life.","Q12.3_agreement_score","Q12.4..I.do.not.want.white.storks.living.near.me.","Q12.4_agreement_score","Q12.5..White.storks.in.England.could.benefit.the.tourism.industry.where.they.re.found.","Q12.5_agreement_score","Q13.1..I.would.find.it.exciting.to.see.white.storks.in.the.wild.in.England.","Q13.1_agreement_score","Q13.2..White.storks.symbolise.hope..rebirth.and.new.life.","Q13.2_agreement_score","Q13.3..Money.spent.reintroducing.white.storks.would.be.better.spent.elsewhere.","Q13.3_agreement_score","Q13.4..White.storks.might.be.detrimental.to.local.wildlife.","Q13.4_agreement_score","Q13.5..There.is.no.need.to.reintroduce.the.white.stork.to.England.as.it.is.a.common.species.throughout.mainland.Europe.","Q13.5_agreement_score","Q14.1..I.think.white.storks.are.useless.birds.","Q14.1_agreement_score","Q14.2..White.storks.are.part.of.our.cultural.and.natural.heritage.","Q14.2_agreement_score","Q14.3..The.reintroduced.white.stork.can.help.people..re.connect.with.the.natural.world.","Q14.3_agreement_score","Q14.4..The.countryside.will.be.worse.off.with.white.storks.around.","Q14.4_agreement_score","OverallAttitudeScore","Q14.5..Overall..I.support.efforts.that.aim.to.reintroduce.the.UK.s.lost.species.and.restore.its.natural.systems.","Q14.5_agreement_score","Q15_WSP_support","Q15_WSP_support_open","Q16_views_management","Q16_views_management_open","Q17.1_Nest_monitoring","Q17.2_Nesting_platforms","Q17.3_Discouragenestbuilding","Q17.4_Nest_removal","Q17.5_Tracking","Q17.6_Public_engagement","Q17.7_Supplementary_food","Q17.8_compensation_storkdamage","Q17.9_Stork_relocation","Q17.10_Culling","Q17_11.management.not.needed","Q17.12_Don.tknow","Q17.13_other","Q17.13a_other_open","Q18_exp_nature","Q18a_dogwalking","Q18a_walking","Q18a_running.cycling","Q18a.golf","Q18a.picnic","Q18a.horse.riding","Q18a.bird.wildlife.watching","Q18a.photography","Q18a.camping","Q18a.fishing","Q18a.shooting.hunting","Q18a.water.sports.swimming","Q18a.gardening","Q18a.don.t.spend.free.time.in.green.natural.spaces","Q18a_other","Q18a_other_open","Q19.1..I.find.being.in.nature.really.amazing","Q19.1.score","Q19.2..Spending.time.in.nature.is.very.important.to.me","Q19.2.score","Q19.3..Being.in.nature.makes.me.very.happy","Q19.3.score","Q19.4..I.always.find.beauty.in.nature","Q19.4.score","Q19.5..I.always.treat.nature.with.respect","Q19.5.score","Q19.6..I.feel.part.of.nature","Q19.6.score","NCI","Q20.1..Damage.to.the.natural.environment","Q20.2..The.consequences.of.a.loss.of.variety.of.wildlife","EnvConcern.score","Q21.1..When.I.see.litter..I.pick.it.up","Q21.1.score","Q21.2..I.vote.for.nature.or.wildlife.conservation.friendly.legislation.in.local.or.national.referendums.votes.etc.","Q21.2.score","Q21.3..I.get.in.touch.with.local.authorities.on.nature.conservation.issues","Q21.3.score","Q21.4..I.vote.for.parties..candidates.with.strong.pro.nature.conservation.policies.in.elections","Q21.4.score","ProCoBS","Q22....Are.you.a.member.of.any.environmental..wildlife.or.conservation.organisations.","Q22.a..Which.ones...Optional..","Q23.1..I.pay.attention.to.birds.wherever.I.go.","Q23.1..Score","Q23.2..I.can.identify.common.birds.in.my.area.","Q23.2.Score","Q23.3..Seeing.a.new.bird.fills.me.with.excitement.","Q23.3.Score","Q23.4..I.am.not.interested.in.birds.","Q24.4.score","BirdInterestScore","Age_group","Gender","Gender_other","Region","County","Area_type","Postcode","ReleaseSite","Q27_Knepp_visit","Q27.a_Knepp_activity","Q27.a_Knepp_activity_other","Education","Education_other","Occupation","Occupation_other","Q30_Press","Q30_TV.Radio","Q30_Facebook","Q30_Twitter","Q30_Social_media","Q30_Durrell.WSP","Q30_Other_wildlife.nature.org.","Q30_Farming_org.","Q30_Business_org.","Q30_Tourism_org.","Q30_Local_council","Q30_Friend.family","Q30_Researcher","Q30_other","Q30.a_Other_open","Q31_comments","Age_group_match","SecsTaken"
"2645","NatRep","692676-692667-71697906",252,"00:03:52","02/02/2021","19:13:31","02/02/2021","19:17:23","Yes","A",0,"Yes","not sure","Don't know",0,"TRUE",1,"TRUE",0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,0.4,0,1,1,0,0,0,4,0.8,1,0,1,1,1,0,5,1,3.2,0,0,0,1,0,NA,NA,"","No","","I know something about it",0,0,0,0,0,1,0,0,0,0,0,"",0,0,0,0,1,0,0,0,0,0,"","Beautiful","strong","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"No","","No","",0,0,0,1,0,0,0,0,0,0,0,0,0,"","1-2 days",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"25-34","Female","","Greater London",NA,"Sub-urban","rm6 4da","No","No","","","Postgraduate degree (Masters; Doctorate)","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","na","25-34",53
"2649","NatRep","692676-692667-71699065",256,"00:05:22","02/02/2021","19:30:22","02/02/2021","19:35:44","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"TRUE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,1,0,0,0,0,0,0,0,"","","","","Agree",4,"Agree",4,"Strongly disagree",5,"Disagree",4,"Agree",4,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Disagree",4,"Disagree",4,"Agree",4,"Agree",4,"Agree",2,3.79,"Agree",4,"Yes","","Not sure","",1,1,0,0,1,0,0,1,0,0,0,0,0,"","5-6 days",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,59,"Extremely concerned","Extremely concerned",10,"Sometimes",4,"Never",1,"Never",1,"Never",1,7,"No","","Disagree",2,"Agree",4,"Strongly disagree",1,"Strongly agree",1,8,"55-64","Female","","Yorkshire and the Humber",NA,"Rural","Bd16 ","No","No","","","Undergraduate degree","","Education","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","55-64",116
"2653","NatRep","692676-692667-71699596",260,"00:03:39","02/02/2021","19:38:02","02/02/2021","19:41:41","Yes","D",0,"Yes","Yes","FALSE",0,"TRUE",1,"TRUE",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,"Gopd","Yes","Good things ","I have heard something but don’t know much",0,0,0,1,1,0,0,0,0,0,0,"",0,0,1,0,0,0,0,0,0,0,"","Long ","Cute ","Fun","Strongly disagree",1,"Disagree",2,"Strongly disagree",5,"Neutral",3,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,"Disagree",4,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,2.86,"Strongly disagree",1,"Yes","I support ","Yes","Gpp",1,0,0,0,0,0,1,0,0,0,0,0,0,"","1-2 days",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,100,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"No","","Agree",4,"Agree",4,"Agree",4,"Agree",2,14,"18-24","Male","","Greater London",NA,"Urban","Sw4","No","Yes","Walk/hiking","","Undergraduate degree","","Education","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Good ","18-24",47
"2658","NatRep","692676-692667-71701369",265,"00:03:32","02/02/2021","20:03:55","02/02/2021","20:07:27","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,1,0,1,1,1,1,1,0,1,1,1,0,6,0.5,0,1,1,0,0,0,4,0.8,0,0,0,0,0,1,0,0,1.3,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","","Not interested","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Concerned","Concerned",8,"Rarely",2,"Never",1,"Never",1,"Never",1,5,"No","","Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",1,"Strongly agree",1,4,"18-24","Male","","North West",NA,"Rural","FY6","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Other","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",43
"2666","NatRep","692676-692667-71704394",273,"00:03:28","02/02/2021","20:49:37","02/02/2021","20:53:05","No","B",1,"No","","TRUE",1,"TRUE",1,"TRUE",0,2,1,0,0,1,0,0,1,0,0,0,0,0,6,0.5,0,0,1,0,0,0,3,0.6,1,0,0,0,0,0,2,0.4,4.5,1,0,0,0,0,0,1,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Strongly agree",5,"Agree",4,"Neutral",3,"Agree",2,"Strongly agree",5,"Agree",4,"Neutral",3,"Agree",2,"Strongly agree",1,"Agree",2,"Neutral",3,"Agree",4,"Strongly agree",5,"Agree",2,3.21,"Neutral",3,"No","","No","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Neither agree or disagree",4,"Agree",5,"Strongly agree",6,"Agree",5,"Neither agree or disagree",4,32,"Neither concerned or unconcerned","Concerned",7,"Sometimes",4,"Frequently",5,"Sometimes",4,"Occasionally",3,16,"No","","Agree",4,"Neither agree or disagree",3,"Agree",4,"Neither agree or disagree",3,14,"35-44","Male","","Wales",NA,"Sub-urban","CF45","No","No","","","Postgraduate degree (Masters; Doctorate)","","Production","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",40
"2668","NatRep","692676-692667-71705391",275,"00:05:19","02/02/2021","21:06:56","02/02/2021","21:12:15","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,1,1,0,1,0,0,1,0,0,0,0,0,7,0.6,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,1.2,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,1,0,0,0,0,0,0,0,"","","","","Agree",4,"Don't know",NA,"Strongly disagree",5,"Strongly disagree",5,"Agree",4,"Agree",4,"Disagree",2,"Disagree",4,"Disagree",4,"Disagree",4,"Disagree",4,"Don't know",NA,"Agree",4,"Strongly disagree",5,NA,"Agree",4,"Yes","","No","",1,0,0,0,0,1,0,0,0,0,0,0,0,"","None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Disagree",3,"Agree",5,"Agree",5,"Strongly agree",6,"Disagree",3,27,"Extremely concerned","Extremely concerned",10,"Sometimes",4,"Always",7,"Sometimes",4,"Frequently",5,20,"No","","Agree",4,"Agree",4,"Neither agree or disagree",3,"Disagree",4,15,"35-44","Male","","West Midlands",NA,"Sub-urban","CV10 0EW","No","No","","","Further Education","","Unemployed","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",113
"2670","NatRep","692676-692667-71705791",277,"00:03:26","02/02/2021","21:13:56","02/02/2021","21:17:22","Yes","D",0,"Not sure","xcvxcvcxv","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0.6,0,0,0,0,0,1,0,0,2.6,1,0,0,0,0,1,0,"fcsdfsdf","Not sure","","I know something about it",0,1,0,0,0,0,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","","","","Disagree",2,"Neutral",3,"Agree",2,"Agree",2,"Agree",4,"Neutral",3,"Neutral",3,"Agree",2,"Agree",2,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",2,2.57,"Agree",4,"Not sure","dsf","Not sure","fghfd",0,1,0,0,0,0,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Disagree",3,"Neither agree or disagree",4,"Agree",5,"Agree",5,"Agree",5,23,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Frequently",5,"Frequently",5,18,"Yes","dfgdfg","Neither agree or disagree",3,"Neither agree or disagree",3,"Agree",4,"Agree",2,12,"35-44","Male","","Greater London",NA,"Urban","N12","No","Yes","Nature watching","","Undergraduate degree","","Arts, Sport & Media","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","sdfgsd","35-44",39
"2674","NatRep","692676-692667-71706281",281,"00:04:21","02/02/2021","21:22:22","02/02/2021","21:26:43","No","B",1,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0.5,0,1,0,1,0,0,2,0.4,0,1,0,0,1,0,1,0.2,2.1,0,0,1,0,0,NA,NA,"","No","","I have heard something but don’t know much",1,0,0,0,0,0,0,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",2,"Disagree",4,"Disagree",2,"Disagree",2,"Disagree",4,2.93,"Disagree",2,"Yes","","No","",1,0,0,0,0,0,0,0,0,0,0,0,0,"","5-6 days",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Concerned","Concerned",8,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"18-24","Male","","Wales",NA,"Rural","Cf14","No","Yes","Camping","","No formal qualifications","","Prefer not to answer","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",70
"2676","NatRep","692676-692667-71706670",283,"00:03:31","02/02/2021","21:29:48","02/02/2021","21:33:19","Yes","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,"","Not sure","","I know a lot about it",0,0,1,0,0,0,0,0,0,0,0,"",0,0,1,0,0,0,0,0,0,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Agree",4,"Neutral",3,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",4,"Neutral",3,3.14,"Agree",4,"Not sure","","Not interested","",1,0,0,0,0,1,0,0,0,0,0,0,0,"","1-2 days",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","Strongly disagree",2,"Strongly disagree",2,"Disagree",3,"Strongly disagree",2,"Disagree",3,"Strongly disagree",2,7,"Not at all concerned","Neither concerned or unconcerned",4,"Never",1,"Rarely",2,"Never",1,"Occasionally",3,7,"Yes","","Strongly disagree",1,"Neither agree or disagree",3,"Strongly disagree",1,"Neither agree or disagree",3,8,"18-24","Male","","Greater London",NA,"Urban","TW5 9","No","No","","","Further Education","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",42
"2679","NatRep","692676-692667-71708059",286,"00:05:08","02/02/2021","21:57:47","02/02/2021","22:02:55","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Yes","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Agree",5,"Neither agree or disagree",4,"Agree",5,"Neither agree or disagree",4,"Neither agree or disagree",4,23,"Concerned","Concerned",8,"Occasionally",3,"Occasionally",3,"Sometimes",4,"Sometimes",4,14,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"35-44","Male","","East of England",NA,"Rural","IP33","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",103
"2681","NatRep","692676-692667-71708535",288,"00:04:02","02/02/2021","22:09:57","02/02/2021","22:13:59","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Rarely",2,"Rarely",2,"Rarely",2,"Rarely",2,8,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"35-44","Female","","North West",NA,"Sub-urban","Bl4","No","No","","","Undergraduate degree","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",58
"2688","NatRep","692676-692667-71710861",295,"00:02:39","02/02/2021","23:07:15","02/02/2021","23:09:54","No","Don't know",0,"Not sure","no idea","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Bird","","","Don't know",NA,"Don't know",NA,"Don't know",NA,"Neutral",3,"Don't know",NA,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,NA,"Don't know",NA,"Not sure","no opinion","Not interested","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Agree",4,"Neither agree or disagree",3,"Neither agree or disagree",3,"Agree",2,12,"35-44","Male","","Greater London",NA,"Urban","E14","No","No","","","Undergraduate degree","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",14
"2709","NatRep","692676-692667-71719298",316,"00:05:19","03/02/2021","08:05:59","03/02/2021","08:11:18","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,1,0,0,0,0,0,"","","","","Don't know",NA,"Agree",4,"Strongly disagree",5,"Strongly disagree",5,"Don't know",NA,"Agree",4,"Don't know",NA,"Strongly disagree",5,"Don't know",NA,"Don't know",NA,"Strongly disagree",5,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Yes","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","Every day, 7 days",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Strongly agree",6,"Neither agree or disagree",4,22,"Extremely concerned","Extremely concerned",10,"Sometimes",4,"Sometimes",4,"Never",1,"Sometimes",4,13,"No","","Neither agree or disagree",3,"Disagree",2,"Neither agree or disagree",3,"Neither agree or disagree",3,11,"35-44","Male","","South West",NA,"Rural","","No","No","","","Postgraduate degree (Masters; Doctorate)","","Architecture, Energy & Engineering","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",113
"2727","NatRep","692676-692667-71722325",334,"00:04:08","03/02/2021","09:08:43","03/02/2021","09:12:51","No","B",1,"No","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0.4,0,0,1,0,0,0,3,0.6,0,1,0,0,0,0,0,0,2,0,0,0,1,0,NA,NA,"","Not sure","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","","Not sure","",0,0,0,0,0,0,0,0,1,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Frequently",5,"Sometimes",4,"Sometimes",4,"Occasionally",3,16,"No","","Neither agree or disagree",3,"Disagree",2,"Neither agree or disagree",3,"Neither agree or disagree",3,11,"25-34","Female","","Greater London",NA,"Urban","","No","No","","","Undergraduate degree","","Sales","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",62
"2731","NatRep","692676-692667-71722658",338,"00:04:14","03/02/2021","09:13:25","03/02/2021","09:17:39","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,1.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Big","","","Neutral",3,"Don't know",NA,"Disagree",4,"Neutral",3,"Don't know",NA,"Neutral",3,"Don't know",NA,"Neutral",3,"Don't know",NA,"Neutral",3,"Neutral",3,"Don't know",NA,"Don't know",NA,"Strongly agree",1,NA,"Don't know",NA,"Not sure","","No","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Disagree",3,"Disagree",3,"Neither agree or disagree",4,"Agree",5,"Disagree",3,15,"Concerned","Neither concerned or unconcerned",7,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Disagree",2,"Disagree",2,"Disagree",2,"Strongly agree",1,7,"35-44","Female","","North East",NA,"Sub-urban","ne28","No","No","","","Further Education","","Homemaker / Carer","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",66
